Skill,Ubicacion_anterior,Ubicacion_final,Estado,Motivo
skills-handoff,.claude/skills/skills-handoff,.claude/skill-library-archive/unreviewed/skills-handoff,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-init,.claude/skills/skills-init,.claude/skill-library-archive/unreviewed/skills-init,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-iso42001-specialist,.claude/skills/skills-iso42001-specialist,.claude/skill-library-archive/unreviewed/skills-iso42001-specialist,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-kubernetes-operator,.claude/skills/skills-kubernetes-operator,.claude/skill-library-archive/unreviewed/skills-kubernetes-operator,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-review,.claude/skills/skills-review,.claude/skill-library-archive/unreviewed/skills-review,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-run,.claude/skills/skills-run,.claude/skill-library-archive/unreviewed/skills-run,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-slo-architect,.claude/skills/skills-slo-architect,.claude/skill-library-archive/unreviewed/skills-slo-architect,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-status-2,.claude/skills/skills-status-2,.claude/skill-library-archive/unreviewed/skills-status-2,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-status,.claude/skills/skills-status,.claude/skill-library-archive/unreviewed/skills-status,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skills-vpe-advisor,.claude/skills/skills-vpe-advisor,.claude/skill-library-archive/unreviewed/skills-vpe-advisor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
skyfire-automation,.claude/skills/skyfire-automation,.claude/skill-library-archive/integrations/skyfire-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
slack-gif-creator,.claude/skills/slack-gif-creator,.claude/skill-library-archive/integrations/slack-gif-creator,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
slackbot-automation,.claude/skills/slackbot-automation,.claude/skill-library-archive/integrations/slackbot-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
slo-architect,.claude/skills/slo-architect,.claude/skill-library-archive/unreviewed/slo-architect,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
slo-design,.claude/skills/slo-design,.claude/skill-library-archive/unreviewed/slo-design,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
slo-implementation,.claude/skills/slo-implementation,.claude/skill-library-archive/integrations/slo-implementation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
smartproxy-automation,.claude/skills/smartproxy-automation,.claude/skill-library-archive/integrations/smartproxy-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
smartrecruiters-automation,.claude/skills/smartrecruiters-automation,.claude/skill-library-archive/integrations/smartrecruiters-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sms-alert-automation,.claude/skills/sms-alert-automation,.claude/skill-library-archive/integrations/sms-alert-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
smtp2go-automation,.claude/skills/smtp2go-automation,.claude/skill-library-archive/integrations/smtp2go-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
smugmug-automation,.claude/skills/smugmug-automation,.claude/skill-library-archive/integrations/smugmug-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
snowflake-automation,.claude/skills/snowflake-automation,.claude/skill-library-archive/integrations/snowflake-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
snowflake-development,.claude/skills/snowflake-development,.claude/skill-library-archive/unreviewed/snowflake-development,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
soc2-audit-prep,.claude/skills/soc2-audit-prep,.claude/skill-library-archive/unreviewed/soc2-audit-prep,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
soc2-compliance,.claude/skills/soc2-compliance,.claude/skill-library-archive/unreviewed/soc2-compliance,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
social-content,.claude/skills/social-content,.claude/skill-library-archive/unreviewed/social-content,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
social-media-analyzer,.claude/skills/social-media-analyzer,.claude/skill-library-archive/unreviewed/social-media-analyzer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
social-media-manager,.claude/skills/social-media-manager,.claude/skill-library-archive/unreviewed/social-media-manager,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
social-publishing,.claude/skills/social-publishing,.claude/skill-library-archive/integrations/social-publishing,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
solidity-security,.claude/skills/solidity-security,.claude/skill-library-archive/integrations/solidity-security,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
solo-founder,.claude/skills/solo-founder,.claude/skill-library-archive/unreviewed/solo-founder,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
sourcegraph-automation,.claude/skills/sourcegraph-automation,.claude/skill-library-archive/integrations/sourcegraph-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spark-environment-setup,.claude/skills/spark-environment-setup,.claude/skill-library-archive/integrations/spark-environment-setup,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spark-memory-thermal-ops,.claude/skills/spark-memory-thermal-ops,.claude/skill-library-archive/integrations/spark-memory-thermal-ops,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spark-optimization,.claude/skills/spark-optimization,.claude/skill-library-archive/integrations/spark-optimization,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spark-training-gotchas,.claude/skills/spark-training-gotchas,.claude/skill-library-archive/integrations/spark-training-gotchas,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spawn,.claude/skills/spawn,.claude/skill-library-archive/unreviewed/spawn,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
spec-driven-workflow,.claude/skills/spec-driven-workflow,.claude/skill-library-archive/unreviewed/spec-driven-workflow,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
spec-to-repo,.claude/skills/spec-to-repo,.claude/skill-library-archive/unreviewed/spec-to-repo,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
splitwise-automation,.claude/skills/splitwise-automation,.claude/skill-library-archive/integrations/splitwise-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spoki-automation,.claude/skills/spoki-automation,.claude/skill-library-archive/integrations/spoki-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spondyr-automation,.claude/skills/spondyr-automation,.claude/skill-library-archive/integrations/spondyr-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spotify-automation,.claude/skills/spotify-automation,.claude/skill-library-archive/integrations/spotify-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
spotlightr-automation,.claude/skills/spotlightr-automation,.claude/skill-library-archive/integrations/spotlightr-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
springboot-patterns,.claude/skills/springboot-patterns,.claude/skill-library-archive/integrations/springboot-patterns,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
sprint-health,.claude/skills/sprint-health,.claude/skill-library-archive/unreviewed/sprint-health,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
